x_p       y_p       z_p       md1_p     m1z_p     ph1_p     x0s_p     y0s_p     Z0s_p   x1_p  y1_p    z1_p  x2_p   y2_p  z2_p  dc1_p   dc2_p  d_dc1   d_dc2  radius  mod2_p
   -59.510   -88.789    -4.255     0.021     0.012   126.401   -59.470   -88.769    -4.715   -61.000   -86.000     0.000     0.000     0.000     0.000        22.022       0.00000   0.08004   0.00000   1.00000   0.00000   0.00000
   -59.461   -88.671    -4.063     0.058     0.005   -74.813   -59.480   -88.756    -4.255   -61.000   -86.000     0.000     0.000     0.000     0.000        22.273       0.00000   0.07916   0.00000   1.00000   0.00000   0.00000
   -59.471   -88.706    -4.593     0.041    -0.013   -93.733   -59.468   -88.800    -4.063   -61.000   -86.000     0.000     0.000     0.000     0.000        21.486       0.00000   0.07610   0.00000   1.00000   0.00000   0.00000
   -59.513   -88.766    -4.836     0.036    -0.006  -136.017   -59.470   -88.833    -4.593   -61.000   -86.000     0.000     0.000     0.000     0.000        20.191       0.00000   0.07951   0.00000   1.00000   0.00000   0.00000
   -59.505   -88.829    -5.088     0.007    -0.006  -147.366   -59.491   -88.852    -4.836   -61.000   -86.000     0.000     0.000     0.000     0.000        20.469       0.00000   0.08220   0.00000   1.00000   0.00000   0.00000
   -59.495   -88.880    -5.933     0.018    -0.021    85.545   -59.495   -88.856    -5.088   -61.000   -86.000     0.000     0.000     0.000     0.000        20.506       0.00000   0.09174   0.00000   1.00000   0.00000   0.00000
   -59.510   -88.820    -4.742     0.020     0.030  -119.093   -59.494   -88.841    -5.933   -61.000   -86.000     0.000     0.000     0.000     0.000        20.364       0.00000   0.08126   0.00000   1.00000   0.00000   0.00000
   -59.519   -88.928    -4.752     0.049    -0.000   100.864   -59.502   -88.855    -4.742   -61.000   -86.000     0.000     0.000     0.000     0.000        21.585       0.00000   0.06959   0.00000   1.00000   0.00000   0.00000
   -59.641   -88.941    -5.696     0.100    -0.024   141.893   -59.509   -88.817    -4.752   -61.000   -86.000     0.000     0.000     0.000     0.000        22.986       0.00000   0.06953   0.00000   1.00000   0.00000   0.00000
   -59.736   -88.857    -4.770     0.097     0.023   160.085   -59.572   -88.768    -5.696   -61.000   -86.000     0.000     0.000     0.000     0.000        22.322       0.00000   0.05697   0.00000   1.00000   0.00000   0.00000
   -59.630   -88.697    -4.322     0.045     0.011   -64.675   -59.644   -88.742    -4.770   -61.000   -86.000     0.000     0.000     0.000     0.000        22.477       0.00000   0.05014   0.00000   1.00000   0.00000   0.00000
   -59.603   -88.728    -3.933     0.024     0.010   -50.610   -59.628   -88.774    -4.322   -61.000   -86.000     0.000     0.000     0.000     0.000        22.314       0.00000   0.05433   0.00000   1.00000   0.00000   0.00000
   -59.546   -88.794    -3.992     0.042    -0.002    14.122   -59.616   -88.789    -3.933   -61.000   -86.000     0.000     0.000     0.000     0.000        21.688       0.00000   0.04561   0.00000   1.00000   0.00000   0.00000
   -59.627   -88.647    -4.248     0.088    -0.006  -110.455   -59.584   -88.781    -3.992   -61.000   -86.000     0.000     0.000     0.000     0.000        20.550       0.00000   0.05340   0.00000   1.00000   0.00000   0.00000
   -59.493   -88.679    -3.807     0.106     0.011   -46.960   -59.608   -88.846    -4.248   -61.000   -86.000     0.000     0.000     0.000     0.000        20.973       0.00000   0.05231   0.00000   1.00000   0.00000   0.00000
   -59.419   -88.727    -5.014     0.109    -0.031   -48.036   -59.551   -88.907    -3.807   -61.000   -86.000     0.000     0.000     0.000     0.000        19.901       0.00000   0.05976   0.00000   1.00000   0.00000   0.00000
   -59.390   -88.693    -5.468     0.149    -0.011   -69.034   -59.493   -88.972    -5.014   -61.000   -86.000     0.000     0.000     0.000     0.000        18.855       0.00000   0.06429   0.00000   1.00000   0.00000   0.00000
   -59.550   -88.810    -5.215     0.135     0.006  -119.927   -59.451   -89.082    -5.468   -61.000   -86.000     0.000     0.000     0.000     0.000        18.684       0.00000   0.08253   0.00000   1.00000   0.00000   0.00000
   -59.491   -88.995    -6.971     0.066    -0.044   -78.279   -59.504   -89.175    -5.215   -61.000   -86.000     0.000     0.000     0.000     0.000        19.262       0.00000   0.07647   0.00000   1.00000   0.00000   0.00000
   -59.488   -88.970    -7.487     0.127    -0.013   -88.546   -59.494   -89.226    -6.971   -61.000   -86.000     0.000     0.000     0.000     0.000        19.371       0.00000   0.06984   0.00000   1.00000   0.00000   0.00000
   -59.482   -89.410    -7.769     0.094    -0.007    87.102   -59.491   -89.327    -7.487   -61.000   -86.000     0.000     0.000     0.000     0.000        19.362       0.00000   0.06079   0.00000   1.00000   0.00000   0.00000
   -59.532   -89.327    -6.467     0.038     0.033   136.848   -59.487   -89.253    -7.769   -61.000   -86.000     0.000     0.000     0.000     0.000        19.285       0.00000   0.07288   0.00000   1.00000   0.00000   0.00000
   -59.511   -89.195    -6.430     0.034     0.001   -87.161   -59.509   -89.232    -6.467   -61.000   -86.000     0.000     0.000     0.000     0.000        20.676       0.00000   0.08743   0.00000   1.00000   0.00000   0.00000
   -59.473   -89.254    -6.630     0.022    -0.005    11.765   -59.508   -89.259    -6.430   -61.000   -86.000     0.000     0.000     0.000     0.000        21.235       0.00000   0.07948   0.00000   1.00000   0.00000   0.00000
   -59.422   -89.316    -5.556     0.054     0.027    42.718   -59.491   -89.256    -6.630   -61.000   -86.000     0.000     0.000     0.000     0.000        20.560       0.00000   0.09709   0.00000   1.00000   0.00000   0.00000
   -59.481   -89.349    -5.378     0.066     0.005   105.646   -59.459   -89.227    -5.556   -61.000   -86.000     0.000     0.000     0.000     0.000        20.481       0.00000   0.10297   0.00000   1.00000   0.00000   0.00000
   -59.569   -89.168    -5.166     0.063     0.005  -155.276   -59.473   -89.177    -5.378   -61.000   -86.000     0.000     0.000     0.000     0.000        20.940       0.00000   0.08805   0.00000   1.00000   0.00000   0.00000
   -59.413   -89.131    -3.475     0.079     0.043   -27.698   -59.519   -89.198    -5.166   -61.000   -86.000     0.000     0.000     0.000     0.000        20.963       0.00000   0.09107   0.00000   1.00000   0.00000   0.00000
   -59.369   -89.130    -3.737     0.070    -0.007   -42.865   -59.463   -89.227    -3.475   -61.000   -86.000     0.000     0.000     0.000     0.000        20.324       0.00000   0.09481   0.00000   1.00000   0.00000   0.00000
   -59.493   -89.394    -4.039     0.107    -0.008   117.370   -59.423   -89.264    -3.737   -61.000   -86.000     0.000     0.000     0.000     0.000        21.490       0.00000   0.08479   0.00000   1.00000   0.00000   0.00000
   -59.548   -89.321    -5.456     0.073    -0.036   131.181   -59.462   -89.189    -4.039   -61.000   -86.000     0.000     0.000     0.000     0.000        21.917       0.00000   0.08717   0.00000   1.00000   0.00000   0.00000
   -59.731   -89.440    -5.156     0.207     0.008   130.510   -59.500   -89.145    -5.456   -61.000   -86.000     0.000     0.000     0.000     0.000        20.977       0.00000   0.07607   0.00000   1.00000   0.00000   0.00000
   -59.666   -89.362    -4.600     0.157     0.014    97.560   -59.606   -89.021    -5.156   -61.000   -86.000     0.000     0.000     0.000     0.000        21.314       0.00000   0.06619   0.00000   1.00000   0.00000   0.00000
   -59.838   -89.015    -4.366     0.126     0.006   173.203   -59.623   -88.897    -4.600   -61.000   -86.000     0.000     0.000     0.000     0.000        22.044       0.00000   0.06442   0.00000   1.00000   0.00000   0.00000
   -59.772   -89.000    -2.394     0.056     0.050   106.491   -59.722   -88.885    -4.366   -61.000   -86.000     0.000     0.000     0.000     0.000        22.259       0.00000   0.06861   0.00000   1.00000   0.00000   0.00000
   -59.528   -88.998    -2.200     0.150     0.005    30.017   -59.735   -88.843    -2.394   -61.000   -86.000     0.000     0.000     0.000     0.000        21.196       0.00000   0.08165   0.00000   1.00000   0.00000   0.00000
   -59.414   -88.751    -3.095     0.128    -0.023   -20.935   -59.632   -88.783    -2.200   -61.000   -86.000     0.000     0.000     0.000     0.000        20.327       0.00000   0.08045   0.00000   1.00000   0.00000   0.00000
   -59.416   -88.762    -4.246     0.064    -0.029   -24.358   -59.537   -88.820    -3.095   -61.000   -86.000     0.000     0.000     0.000     0.000        20.922       0.00000   0.07433   0.00000   1.00000   0.00000   0.00000
   -59.435   -88.931    -5.349     0.069    -0.028    69.085   -59.491   -88.841    -4.246   -61.000   -86.000     0.000     0.000     0.000     0.000        21.384       0.00000   0.07849   0.00000   1.00000   0.00000   0.00000
   -59.507   -88.838    -5.386     0.029    -0.001   154.493   -59.471   -88.789    -5.349   -61.000   -86.000     0.000     0.000     0.000     0.000        21.427       0.00000   0.08266   0.00000   1.00000   0.00000   0.00000
   -59.687   -88.780    -5.671     0.117    -0.007  -176.575   -59.492   -88.780    -5.386   -61.000   -86.000     0.000     0.000     0.000     0.000        21.348       0.00000   0.07689   0.00000   1.00000   0.00000   0.00000
   -59.538   -88.678    -5.349     0.076     0.008   -57.865   -59.584   -88.785    -5.671   -61.000   -86.000     0.000     0.000     0.000     0.000        22.007       0.00000   0.08241   0.00000   1.00000   0.00000   0.00000
   -59.525   -88.787    -3.763     0.018     0.040   -34.968   -59.552   -88.836    -5.349   -61.000   -86.000     0.000     0.000     0.000     0.000        22.708       0.00000   0.07516   0.00000   1.00000   0.00000   0.00000
   -59.408   -88.905    -2.841     0.090     0.023    29.249   -59.541   -88.844    -3.763   -61.000   -86.000     0.000     0.000     0.000     0.000        22.167       0.00000   0.06784   0.00000   1.00000   0.00000   0.00000
   -59.386   -88.947    -0.910     0.086     0.049    56.705   -59.478   -88.810    -2.841   -61.000   -86.000     0.000     0.000     0.000     0.000        22.415       0.00000   0.05989   0.00000   1.00000   0.00000   0.00000
   -59.303   -88.941    -0.986     0.119    -0.002    49.678   -59.441   -88.753    -0.910   -61.000   -86.000     0.000     0.000     0.000     0.000        19.858       0.00000   0.05315   0.00000   1.00000   0.00000   0.00000
   -59.299   -88.786    -3.089     0.052    -0.053    38.996   -59.380   -88.681    -0.986   -61.000   -86.000     0.000     0.000     0.000     0.000        20.153       0.00000   0.05597   0.00000   1.00000   0.00000   0.00000
   -59.211   -88.823    -2.549     0.115     0.014    48.005   -59.348   -88.655    -3.089   -61.000   -86.000     0.000     0.000     0.000     0.000        22.749       0.00000   0.05841   0.00000   1.00000   0.00000   0.00000
   -59.205   -88.790    -4.779     0.103    -0.056    66.777   -59.287   -88.587    -2.549   -61.000   -86.000     0.000     0.000     0.000     0.000        23.056       0.00000   0.05571   0.00000   1.00000   0.00000   0.00000
   -59.403   -88.787    -5.325     0.164    -0.014   125.831   -59.255   -88.512    -4.779   -61.000   -86.000     0.000     0.000     0.000     0.000        24.274       0.00000   0.06493   0.00000   1.00000   0.00000   0.00000
   -59.535   -88.722    -5.669     0.185    -0.009   128.438   -59.331   -88.407    -5.325   -61.000   -86.000     0.000     0.000     0.000     0.000        24.236       0.00000   0.06477   0.00000   1.00000   0.00000   0.00000
   -59.526   -88.518    -4.728     0.098     0.024   120.372   -59.422   -88.292    -5.669   -61.000   -86.000     0.000     0.000     0.000     0.000        24.216       0.00000   0.07678   0.00000   1.00000   0.00000   0.00000
   -59.532   -88.411    -4.201     0.084     0.013   114.254   -59.461   -88.225    -4.728   -61.000   -86.000     0.000     0.000     0.000     0.000        24.693       0.00000   0.06297   0.00000   1.00000   0.00000   0.00000
   -59.516   -88.425    -4.462     0.128    -0.007    95.128   -59.489   -88.164    -4.201   -61.000   -86.000     0.000     0.000     0.000     0.000        24.907       0.00000   0.07504   0.00000   1.00000   0.00000   0.00000
   -59.504   -88.381    -3.313     0.149     0.029    90.485   -59.498   -88.063    -4.462   -61.000   -86.000     0.000     0.000     0.000     0.000        26.369       0.00000   0.06353   0.00000   1.00000   0.00000   0.00000
   -59.584   -88.262    -2.207     0.148     0.028   110.189   -59.499   -87.946    -3.313   -61.000   -86.000     0.000     0.000     0.000     0.000        26.011       0.00000   0.07037   0.00000   1.00000   0.00000   0.00000
   -59.487   -88.122    -3.571     0.127    -0.035    73.070   -59.539   -87.836    -2.207   -61.000   -86.000     0.000     0.000     0.000     0.000        24.652       0.00000   0.07199   0.00000   1.00000   0.00000   0.00000
   -59.362   -87.886    -3.662     0.097    -0.002    26.028   -59.510   -87.739    -3.571   -61.000   -86.000     0.000     0.000     0.000     0.000        24.555       0.00000   0.07723   0.00000   1.00000   0.00000   0.00000
   -59.399   -87.906    -3.174     0.101     0.012    81.113   -59.441   -87.705    -3.662   -61.000   -86.000     0.000     0.000     0.000     0.000        25.186       0.00000   0.07656   0.00000   1.00000   0.00000   0.00000
   -59.416   -87.841    -3.999     0.096    -0.021    87.713   -59.429   -87.627    -3.174   -61.000   -86.000     0.000     0.000     0.000     0.000        24.506       0.00000   0.06961   0.00000   1.00000   0.00000   0.00000
   -59.347   -87.728    -5.141     0.086    -0.029    57.128   -59.426   -87.551    -3.999   -61.000   -86.000     0.000     0.000     0.000     0.000        26.132       0.00000   0.06950   0.00000   1.00000   0.00000   0.00000
   -59.371   -87.630    -4.596     0.054     0.014    83.817   -59.389   -87.494    -5.141   -61.000   -86.000     0.000     0.000     0.000     0.000        25.395       0.00000   0.06978   0.00000   1.00000   0.00000   0.00000
   -59.474   -87.515    -3.312     0.059     0.033   163.134   -59.384   -87.451    -4.596   -61.000   -86.000     0.000     0.000     0.000     0.000        23.735       0.00000   0.07438   0.00000   1.00000   0.00000   0.00000
   -59.287   -87.622    -4.420     0.137    -0.028    48.228   -59.428   -87.437    -3.312   -61.000   -86.000     0.000     0.000     0.000     0.000        22.985       0.00000   0.06746   0.00000   1.00000   0.00000   0.00000
   -59.376   -87.488    -4.590     0.052    -0.004   113.597   -59.356   -87.356    -4.420   -61.000   -86.000     0.000     0.000     0.000     0.000        24.016       0.00000   0.06357   0.00000   1.00000   0.00000   0.00000
   -59.424   -87.421    -4.151     0.051     0.011   126.431   -59.372   -87.319    -4.590   -61.000   -86.000     0.000     0.000     0.000     0.000        24.397       0.00000   0.06017   0.00000   1.00000   0.00000   0.00000
   -59.518   -87.353    -3.583     0.074     0.014   160.948   -59.397   -87.286    -4.151   -61.000   -86.000     0.000     0.000     0.000     0.000        23.842       0.00000   0.06998   0.00000   1.00000   0.00000   0.00000
   -59.450   -87.338    -2.836     0.034     0.019    74.311   -59.452   -87.267    -3.583   -61.000   -86.000     0.000     0.000     0.000     0.000        23.762       0.00000   0.06553   0.00000   1.00000   0.00000   0.00000
   -59.331   -87.260    -3.482     0.070    -0.016    -0.020   -59.445   -87.241    -2.836   -61.000   -86.000     0.000     0.000     0.000     0.000        22.115       0.00000   0.06124   0.00000   1.00000   0.00000   0.00000
   -59.331   -87.293    -4.517     0.041    -0.026    45.897   -59.390   -87.241    -3.482   -61.000   -86.000     0.000     0.000     0.000     0.000        22.323       0.00000   0.06588   0.00000   1.00000   0.00000   0.00000
   -59.309   -87.193    -4.744     0.039    -0.006   -37.860   -59.367   -87.217    -4.517   -61.000   -86.000     0.000     0.000     0.000     0.000        23.640       0.00000   0.07500   0.00000   1.00000   0.00000   0.00000
   -59.282   -87.241    -3.323     0.033     0.036    14.099   -59.343   -87.236    -4.744   -61.000   -86.000     0.000     0.000     0.000     0.000        23.722       0.00000   0.07534   0.00000   1.00000   0.00000   0.00000
   -59.244   -87.174    -2.727     0.053     0.015   -41.350   -59.317   -87.230    -3.323   -61.000   -86.000     0.000     0.000     0.000     0.000        23.076       0.00000   0.07237   0.00000   1.00000   0.00000   0.00000
   -59.225   -87.243    -3.668     0.032    -0.024     2.419   -59.285   -87.258    -2.727   -61.000   -86.000     0.000     0.000     0.000     0.000        23.421       0.00000   0.07832   0.00000   1.00000   0.00000   0.00000
   -59.310   -87.309    -2.843     0.048     0.021   136.012   -59.260   -87.257    -3.668   -61.000   -86.000     0.000     0.000     0.000     0.000        23.978       0.00000   0.07031   0.00000   1.00000   0.00000   0.00000
   -59.292   -87.289    -3.719     0.026    -0.022    90.582   -59.287   -87.231    -2.843   -61.000   -86.000     0.000     0.000     0.000     0.000        23.952       0.00000   0.07877   0.00000   1.00000   0.00000   0.00000
   -59.288   -87.188    -4.731     0.023    -0.026   -88.803   -59.287   -87.210    -3.719   -61.000   -86.000     0.000     0.000     0.000     0.000        24.384       0.00000   0.07339   0.00000   1.00000   0.00000   0.00000
   -59.299   -87.251    -3.521     0.020     0.031   111.535   -59.287   -87.229    -4.731   -61.000   -86.000     0.000     0.000     0.000     0.000        24.596       0.00000   0.05967   0.00000   1.00000   0.00000   0.00000
   -59.450   -87.410    -3.709     0.148    -0.005   129.632   -59.293   -87.214    -3.521   -61.000   -86.000     0.000     0.000     0.000     0.000        23.319       0.00000   0.05403   0.00000   1.00000   0.00000   0.00000
   -59.391   -87.228    -3.573     0.029     0.003    98.629   -59.368   -87.124    -3.709   -61.000   -86.000     0.000     0.000     0.000     0.000        24.045       0.00000   0.05722   0.00000   1.00000   0.00000   0.00000
   -59.462   -87.154    -4.011     0.055    -0.011   162.261   -59.371   -87.101    -3.573   -61.000   -86.000     0.000     0.000     0.000     0.000        24.347       0.00000   0.06768   0.00000   1.00000   0.00000   0.00000
   -59.405   -87.068    -3.070     0.023     0.024   -61.861   -59.413   -87.088    -4.011   -61.000   -86.000     0.000     0.000     0.000     0.000        23.501       0.00000   0.06872   0.00000   1.00000   0.00000   0.00000
   -59.296   -87.043    -4.165     0.073    -0.028   -26.259   -59.404   -87.104    -3.070   -61.000   -86.000     0.000     0.000     0.000     0.000        23.019       0.00000   0.06310   0.00000   1.00000   0.00000   0.00000
   -59.379   -87.177    -4.818     0.046    -0.017   119.873   -59.352   -87.129    -4.165   -61.000   -86.000     0.000     0.000     0.000     0.000        22.791       0.00000   0.06612   0.00000   1.00000   0.00000   0.00000
   -59.472   -87.228    -3.754     0.092     0.027   131.066   -59.370   -87.098    -4.818   -61.000   -86.000     0.000     0.000     0.000     0.000        22.902       0.00000   0.07660   0.00000   1.00000   0.00000   0.00000
   -59.591   -87.190    -4.138     0.119    -0.010   145.832   -59.418   -87.043    -3.754   -61.000   -86.000     0.000     0.000     0.000     0.000        22.762       0.00000   0.08461   0.00000   1.00000   0.00000   0.00000
   -59.492   -87.032    -4.041     0.014     0.002     4.387   -59.496   -86.990    -4.138   -61.000   -86.000     0.000     0.000     0.000     0.000        22.727       0.00000   0.08964   0.00000   1.00000   0.00000   0.00000
   -59.544   -87.094    -2.783     0.068     0.032   120.872   -59.485   -86.989    -4.041   -61.000   -86.000     0.000     0.000     0.000     0.000        23.033       0.00000   0.07635   0.00000   1.00000   0.00000   0.00000
   -59.541   -87.053    -3.244     0.050    -0.012   105.171   -59.513   -86.943    -2.783   -61.000   -86.000     0.000     0.000     0.000     0.000        21.782       0.00000   0.07534   0.00000   1.00000   0.00000   0.00000
   -59.351   -86.993    -4.403     0.112    -0.029    18.603   -59.523   -86.905    -3.244   -61.000   -86.000     0.000     0.000     0.000     0.000        21.769       0.00000   0.07009   0.00000   1.00000   0.00000   0.00000
   -59.434   -86.912    -5.181     0.011    -0.020   135.501   -59.439   -86.876    -4.403   -61.000   -86.000     0.000     0.000     0.000     0.000        23.854       0.00000   0.07627   0.00000   1.00000   0.00000   0.00000
   -59.496   -87.041    -5.391     0.104    -0.005   108.144   -59.445   -86.870    -5.181   -61.000   -86.000     0.000     0.000     0.000     0.000        22.940       0.00000   0.07197   0.00000   1.00000   0.00000   0.00000
   -59.481   -87.037    -5.677     0.118    -0.007    91.596   -59.471   -86.792    -5.391   -61.000   -86.000     0.000     0.000     0.000     0.000        23.269       0.00000   0.07056   0.00000   1.00000   0.00000   0.00000
   -59.514   -86.877    -5.373     0.071     0.008   109.695   -59.473   -86.698    -5.677   -61.000   -86.000     0.000     0.000     0.000     0.000        22.166       0.00000   0.06248   0.00000   1.00000   0.00000   0.00000
   -59.574   -86.666    -5.685     0.050    -0.008  -161.581   -59.492   -86.646    -5.373   -61.000   -86.000     0.000     0.000     0.000     0.000        22.977       0.00000   0.06731   0.00000   1.00000   0.00000   0.00000
   -59.570   -86.746    -3.625     0.056     0.052   110.073   -59.529   -86.658    -5.685   -61.000   -86.000     0.000     0.000     0.000     0.000        22.002       0.00000   0.07023   0.00000   1.00000   0.00000   0.00000
   -59.519   -86.609    -2.350     0.027     0.032   -47.044   -59.545   -86.616    -3.625   -61.000   -86.000     0.000     0.000     0.000     0.000        22.019       0.00000   0.06073   0.00000   1.00000   0.00000   0.00000
   -59.379   -86.652    -2.095     0.091     0.006     9.516   -59.530   -86.632    -2.350   -61.000   -86.000     0.000     0.000     0.000     0.000        21.441       0.00000   0.06547   0.00000   1.00000   0.00000   0.00000
   -59.330   -86.582    -2.766     0.074    -0.017   -21.698   -59.459   -86.620    -2.095   -61.000   -86.000     0.000     0.000     0.000     0.000        20.688       0.00000   0.07462   0.00000   1.00000   0.00000   0.00000
   -59.288   -86.739    -3.973     0.090    -0.031    47.087   -59.404   -86.642    -2.766   -61.000   -86.000     0.000     0.000     0.000     0.000        21.269       0.00000   0.06381   0.00000   1.00000   0.00000   0.00000
   -59.414   -86.756    -3.672     0.094     0.008   117.689   -59.356   -86.589    -3.973   -61.000   -86.000     0.000     0.000     0.000     0.000        23.179       0.00000   0.07885   0.00000   1.00000   0.00000   0.00000
   -59.430   -86.835    -3.974     0.162    -0.008    97.602   -59.390   -86.524    -3.672   -61.000   -86.000     0.000     0.000     0.000     0.000        22.617       0.00000   0.07904   0.00000   1.00000   0.00000   0.00000
   -59.457   -86.527    -3.468     0.038     0.013   136.942   -59.407   -86.397    -3.974   -61.000   -86.000     0.000     0.000     0.000     0.000        22.992       0.00000   0.07398   0.00000   1.00000   0.00000   0.00000
   -59.292   -86.412    -4.597     0.086    -0.029     2.219   -59.429   -86.376    -3.468   -61.000   -86.000     0.000     0.000     0.000     0.000        22.730       0.00000   0.06972   0.00000   1.00000   0.00000   0.00000
   -59.378   -86.318    -4.300     0.043     0.008  -116.236   -59.361   -86.374    -4.597   -61.000   -86.000     0.000     0.000     0.000     0.000        23.040       0.00000   0.06576   0.00000   1.00000   0.00000   0.00000
   -59.417   -86.456    -4.809     0.049    -0.013   120.290   -59.376   -86.404    -4.300   -61.000   -86.000     0.000     0.000     0.000     0.000        23.358       0.00000   0.06035   0.00000   1.00000   0.00000   0.00000
   -59.271   -86.457    -5.385     0.088    -0.015    28.484   -59.395   -86.371    -4.809   -61.000   -86.000     0.000     0.000     0.000     0.000        22.184       0.00000   0.06974   0.00000   1.00000   0.00000   0.00000
   -59.450   -86.433    -4.596     0.089     0.020   150.996   -59.334   -86.337    -5.385   -61.000   -86.000     0.000     0.000     0.000     0.000        21.912       0.00000   0.05929   0.00000   1.00000   0.00000   0.00000
   -59.393   -86.288    -4.483     0.026     0.003   -71.502   -59.395   -86.303    -4.596   -61.000   -86.000     0.000     0.000     0.000     0.000        22.007       0.00000   0.06708   0.00000   1.00000   0.00000   0.00000
   -59.366   -86.155    -5.696     0.098    -0.031   -81.745   -59.389   -86.323    -4.483   -61.000   -86.000     0.000     0.000     0.000     0.000        21.820       0.00000   0.07299   0.00000   1.00000   0.00000   0.00000
   -59.357   -86.227    -5.801     0.076    -0.003   -81.727   -59.378   -86.400    -5.696   -61.000   -86.000     0.000     0.000     0.000     0.000        20.108       0.00000   0.07385   0.00000   1.00000   0.00000   0.00000
   -59.341   -86.219    -7.113     0.118    -0.033   -82.393   -59.369   -86.459    -5.801   -61.000   -86.000     0.000     0.000     0.000     0.000        20.234       0.00000   0.07282   0.00000   1.00000   0.00000   0.00000
   -59.347   -86.200    -7.485     0.173    -0.009   -88.653   -59.357   -86.552    -7.113   -61.000   -86.000     0.000     0.000     0.000     0.000        20.353       0.00000   0.06709   0.00000   1.00000   0.00000   0.00000
   -59.366   -86.603    -7.545     0.011    -0.002   141.959   -59.353   -86.689    -7.485   -61.000   -86.000     0.000     0.000     0.000     0.000        18.402       0.00000   0.07659   0.00000   1.00000   0.00000   0.00000
   -59.475   -86.519    -5.817     0.113     0.044  -127.283   -59.360   -86.684    -7.545   -61.000   -86.000     0.000     0.000     0.000     0.000        18.324       0.00000   0.06582   0.00000   1.00000   0.00000   0.00000
   -59.541   -86.624    -5.364     0.086     0.011  -143.946   -59.415   -86.755    -5.817   -61.000   -86.000     0.000     0.000     0.000     0.000        20.184       0.00000   0.06647   0.00000   1.00000   0.00000   0.00000
   -59.503   -86.633    -5.826     0.078    -0.012   -98.356   -59.470   -86.795    -5.364   -61.000   -86.000     0.000     0.000     0.000     0.000        20.830       0.00000   0.07238   0.00000   1.00000   0.00000   0.00000
   -59.552   -86.606    -4.229     0.132     0.040  -108.393   -59.479   -86.857    -5.826   -61.000   -86.000     0.000     0.000     0.000     0.000        21.704       0.00000   0.05908   0.00000   1.00000   0.00000   0.00000
   -59.390   -86.668    -4.830     0.154    -0.015   -59.242   -59.512   -86.956    -4.229   -61.000   -86.000     0.000     0.000     0.000     0.000        21.734       0.00000   0.07458   0.00000   1.00000   0.00000   0.00000
   -59.400   -86.960    -5.986     0.026    -0.029   -29.489   -59.449   -87.060    -4.830   -61.000   -86.000     0.000     0.000     0.000     0.000        22.078       0.00000   0.08428   0.00000   1.00000   0.00000   0.00000
   -59.488   -86.989    -6.715     0.053    -0.018  -136.797   -59.431   -87.070    -5.986   -61.000   -86.000     0.000     0.000     0.000     0.000        21.878       0.00000   0.06977   0.00000   1.00000   0.00000   0.00000
   -59.563   -86.788    -6.535     0.185     0.005  -108.294   -59.462   -87.099    -6.715   -61.000   -86.000     0.000     0.000     0.000     0.000        21.969       0.00000   0.07996   0.00000   1.00000   0.00000   0.00000
   -59.661   -86.992    -6.120     0.128     0.011  -132.453   -59.508   -87.238    -6.535   -61.000   -86.000     0.000     0.000     0.000     0.000        22.094       0.00000   0.08544   0.00000   1.00000   0.00000   0.00000
   -59.419   -87.269    -6.753     0.106    -0.016     6.857   -59.576   -87.313    -6.120   -61.000   -86.000     0.000     0.000     0.000     0.000        22.350       0.00000   0.08019   0.00000   1.00000   0.00000   0.00000
   -59.320   -87.310    -6.868     0.096    -0.003     5.033   -59.493   -87.302    -6.753   -61.000   -86.000     0.000     0.000     0.000     0.000        21.851       0.00000   0.08177   0.00000   1.00000   0.00000   0.00000
   -59.472   -87.381    -5.776     0.067     0.028   131.767   -59.417   -87.296    -6.868   -61.000   -86.000     0.000     0.000     0.000     0.000        21.733       0.00000   0.07847   0.00000   1.00000   0.00000   0.00000
   -59.517   -87.302    -6.800     0.039    -0.026   160.996   -59.452   -87.256    -5.776   -61.000   -86.000     0.000     0.000     0.000     0.000        23.747       0.00000   0.07588   0.00000   1.00000   0.00000   0.00000
   -59.518   -87.215    -4.581     0.032     0.056  -124.948   -59.482   -87.246    -6.800   -61.000   -86.000     0.000     0.000     0.000     0.000        23.824       0.00000   0.08665   0.00000   1.00000   0.00000   0.00000
   -59.609   -87.348    -4.551     0.086     0.001   139.678   -59.496   -87.266    -4.581   -61.000   -86.000     0.000     0.000     0.000     0.000        25.296       0.00000   0.08109   0.00000   1.00000   0.00000   0.00000
   -59.572   -87.254    -4.917     0.008    -0.009   152.111   -59.548   -87.222    -4.551   -61.000   -86.000     0.000     0.000     0.000     0.000        24.740       0.00000   0.07617   0.00000   1.00000   0.00000   0.00000
   -59.644   -87.221    -4.773     0.052     0.004  -176.561   -59.554   -87.219    -4.917   -61.000   -86.000     0.000     0.000     0.000     0.000        25.892       0.00000   0.07633   0.00000   1.00000   0.00000   0.00000
   -59.757   -87.159    -5.108     0.100    -0.008  -157.577   -59.595   -87.222    -4.773   -61.000   -86.000     0.000     0.000     0.000     0.000        25.791       0.00000   0.06550   0.00000   1.00000   0.00000   0.00000
   -59.762   -87.086    -4.089     0.100     0.026  -117.164   -59.668   -87.252    -5.108   -61.000   -86.000     0.000     0.000     0.000     0.000        26.789       0.00000   0.06032   0.00000   1.00000   0.00000   0.00000
