x_p       y_p       z_p       md1_p     m1z_p     ph1_p     x0s_p     y0s_p     Z0s_p   x1_p  y1_p    z1_p  x2_p   y2_p  z2_p  dc1_p   dc2_p  d_dc1   d_dc2  radius  mod2_p
   -67.691   -92.310    -8.540     0.142    -0.011   114.364   -67.584   -92.001    -8.097   -61.000   -86.000     0.000     0.000     0.000     0.000        11.941       0.00000   0.09941   0.00000   1.00000   0.00000   0.00000
   -67.646   -92.015    -8.484     0.021     0.001    96.371   -67.630   -91.899    -8.540   -61.000   -86.000     0.000     0.000     0.000     0.000        11.944       0.00000   0.08653   0.00000   1.00000   0.00000   0.00000
   -67.564   -91.854    -8.473     0.054     0.000   -37.779   -67.632   -91.882    -8.484   -61.000   -86.000     0.000     0.000     0.000     0.000        11.589       0.00000   0.07791   0.00000   1.00000   0.00000   0.00000
   -67.321   -91.896    -8.534     0.164    -0.002    -0.384   -67.598   -91.909    -8.473   -61.000   -86.000     0.000     0.000     0.000     0.000        11.699       0.00000   0.07373   0.00000   1.00000   0.00000   0.00000
   -67.504   -91.700   -10.310     0.131    -0.045  -107.426   -67.468   -91.910    -8.534   -61.000   -86.000     0.000     0.000     0.000     0.000        11.859       0.00000   0.08014   0.00000   1.00000   0.00000   0.00000
   -67.712   -91.676   -11.015     0.208    -0.018  -127.924   -67.499   -92.009   -10.310   -61.000   -86.000     0.000     0.000     0.000     0.000        11.409       0.00000   0.07107   0.00000   1.00000   0.00000   0.00000
   -67.813   -91.984   -11.343     0.122    -0.008  -161.785   -67.601   -92.139   -11.015   -61.000   -86.000     0.000     0.000     0.000     0.000        10.757       0.00000   0.08724   0.00000   1.00000   0.00000   0.00000
   -67.673   -92.201   -12.171     0.050    -0.021    58.147   -67.692   -92.169   -11.343   -61.000   -86.000     0.000     0.000     0.000     0.000        11.208       0.00000   0.08003   0.00000   1.00000   0.00000   0.00000
   -67.545   -92.286   -12.265     0.114    -0.002    47.201   -67.672   -92.136   -12.171   -61.000   -86.000     0.000     0.000     0.000     0.000        10.448       0.00000   0.09193   0.00000   1.00000   0.00000   0.00000
   -67.686   -92.164   -11.599     0.062     0.017   150.455   -67.610   -92.070   -12.265   -61.000   -86.000     0.000     0.000     0.000     0.000        10.165       0.00000   0.11024   0.00000   1.00000   0.00000   0.00000
   -67.922   -92.011    -9.400     0.163     0.056  -167.470   -67.653   -92.045   -11.599   -61.000   -86.000     0.000     0.000     0.000     0.000        10.258       0.00000   0.09916   0.00000   1.00000   0.00000   0.00000
   -67.636   -92.134    -8.736     0.113     0.017    23.190   -67.779   -92.073    -9.400   -61.000   -86.000     0.000     0.000     0.000     0.000        10.839       0.00000   0.09068   0.00000   1.00000   0.00000   0.00000
   -67.703   -92.069    -6.472     0.013     0.057   148.084   -67.697   -92.038    -8.736   -61.000   -86.000     0.000     0.000     0.000     0.000        11.068       0.00000   0.08549   0.00000   1.00000   0.00000   0.00000
   -67.556   -92.017    -6.613     0.092    -0.004    -8.647   -67.706   -92.033    -6.472   -61.000   -86.000     0.000     0.000     0.000     0.000        10.864       0.00000   0.07886   0.00000   1.00000   0.00000   0.00000
   -67.449   -92.113    -6.437     0.112     0.004    23.854   -67.634   -92.044    -6.613   -61.000   -86.000     0.000     0.000     0.000     0.000        10.891       0.00000   0.08230   0.00000   1.00000   0.00000   0.00000
   -67.515   -92.061    -6.425     0.022     0.000    62.094   -67.553   -92.008    -6.437   -61.000   -86.000     0.000     0.000     0.000     0.000        11.010       0.00000   0.09467   0.00000   1.00000   0.00000   0.00000
   -67.440   -91.949    -7.822     0.069    -0.035   -30.059   -67.545   -91.992    -6.425   -61.000   -86.000     0.000     0.000     0.000     0.000        11.371       0.00000   0.08246   0.00000   1.00000   0.00000   0.00000
   -67.367   -92.194    -9.396     0.135    -0.040    57.691   -67.497   -92.020    -7.822   -61.000   -86.000     0.000     0.000     0.000     0.000        11.437       0.00000   0.08234   0.00000   1.00000   0.00000   0.00000
   -67.626   -91.996   -10.959     0.122    -0.040   176.163   -67.440   -91.930    -9.396   -61.000   -86.000     0.000     0.000     0.000     0.000        11.306       0.00000   0.08484   0.00000   1.00000   0.00000   0.00000
   -67.679   -91.910    -9.951     0.078     0.026  -167.478   -67.536   -91.923   -10.959   -61.000   -86.000     0.000     0.000     0.000     0.000        10.936       0.00000   0.11997   0.00000   1.00000   0.00000   0.00000
   -67.688   -91.839    -9.122     0.072     0.021  -129.327   -67.596   -91.937    -9.951   -61.000   -86.000     0.000     0.000     0.000     0.000        11.331       0.00000   0.13316   0.00000   1.00000   0.00000   0.00000
   -67.540   -91.789    -8.030     0.117     0.028   -57.700   -67.632   -91.981    -9.122   -61.000   -86.000     0.000     0.000     0.000     0.000        11.641       0.00000   0.12365   0.00000   1.00000   0.00000   0.00000
   -67.457   -91.671    -8.318     0.215    -0.007   -70.715   -67.583   -92.059    -8.030   -61.000   -86.000     0.000     0.000     0.000     0.000        10.509       0.00000   0.12474   0.00000   1.00000   0.00000   0.00000
   -67.597   -91.669    -9.790     0.272    -0.037  -100.766   -67.527   -92.220    -8.318   -61.000   -86.000     0.000     0.000     0.000     0.000        10.346       0.00000   0.11300   0.00000   1.00000   0.00000   0.00000
   -67.682   -91.781   -12.362     0.309    -0.065  -102.298   -67.567   -92.432    -9.790   -61.000   -86.000     0.000     0.000     0.000     0.000        10.394       0.00000   0.10687   0.00000   1.00000   0.00000   0.00000
   -67.933   -92.228   -10.759     0.243     0.041  -138.647   -67.619   -92.671   -12.362   -61.000   -86.000     0.000     0.000     0.000     0.000        10.010       0.00000   0.10178   0.00000   1.00000   0.00000   0.00000
   -67.708   -92.883    -9.235     0.132     0.039    65.817   -67.764   -92.799   -10.759   -61.000   -86.000     0.000     0.000     0.000     0.000        11.190       0.00000   0.10227   0.00000   1.00000   0.00000   0.00000
   -67.530   -92.781    -8.974     0.117     0.007    12.487   -67.721   -92.703    -9.235   -61.000   -86.000     0.000     0.000     0.000     0.000        11.250       0.00000   0.09838   0.00000   1.00000   0.00000   0.00000
   -67.673   -92.790    -9.189     0.065    -0.005   125.762   -67.631   -92.683    -8.974   -61.000   -86.000     0.000     0.000     0.000     0.000        11.100       0.00000   0.10349   0.00000   1.00000   0.00000   0.00000
   -67.548   -92.530    -6.946     0.110     0.057   -50.735   -67.661   -92.642    -9.189   -61.000   -86.000     0.000     0.000     0.000     0.000        11.464       0.00000   0.11027   0.00000   1.00000   0.00000   0.00000
   -67.305   -92.418    -6.544     0.234     0.010   -41.550   -67.605   -92.709    -6.946   -61.000   -86.000     0.000     0.000     0.000     0.000        10.730       0.00000   0.10485   0.00000   1.00000   0.00000   0.00000
   -67.207   -92.500    -7.651     0.205    -0.028   -47.594   -67.467   -92.832    -6.544   -61.000   -86.000     0.000     0.000     0.000     0.000        10.796       0.00000   0.10313   0.00000   1.00000   0.00000   0.00000
   -67.222   -92.807    -7.895     0.072    -0.006   -26.988   -67.358   -92.952    -7.651   -61.000   -86.000     0.000     0.000     0.000     0.000        10.990       0.00000   0.09941   0.00000   1.00000   0.00000   0.00000
   -67.174   -92.919    -7.922     0.072    -0.001   -11.939   -67.307   -92.977    -7.895   -61.000   -86.000     0.000     0.000     0.000     0.000        11.304       0.00000   0.10452   0.00000   1.00000   0.00000   0.00000
   -67.082   -93.066    -8.205     0.108    -0.007    30.622   -67.251   -92.989    -7.922   -61.000   -86.000     0.000     0.000     0.000     0.000        10.798       0.00000   0.09674   0.00000   1.00000   0.00000   0.00000
   -67.126   -92.897    -9.358     0.048    -0.029   -65.787   -67.177   -92.946    -8.205   -61.000   -86.000     0.000     0.000     0.000     0.000        10.991       0.00000   0.09222   0.00000   1.00000   0.00000   0.00000
   -67.255   -93.021    -9.696     0.070    -0.009   150.111   -67.162   -92.980    -9.358   -61.000   -86.000     0.000     0.000     0.000     0.000        11.329       0.00000   0.08463   0.00000   1.00000   0.00000   0.00000
   -67.346   -92.949    -7.796     0.078     0.048  -171.997   -67.210   -92.953    -9.696   -61.000   -86.000     0.000     0.000     0.000     0.000        10.797       0.00000   0.08974   0.00000   1.00000   0.00000   0.00000
   -67.513   -93.175    -9.446     0.190    -0.042   136.470   -67.271   -92.961    -7.796   -61.000   -86.000     0.000     0.000     0.000     0.000        11.109       0.00000   0.08897   0.00000   1.00000   0.00000   0.00000
   -67.389   -92.880    -8.953     0.027     0.012   -66.341   -67.380   -92.858    -9.446   -61.000   -86.000     0.000     0.000     0.000     0.000        10.859       0.00000   0.09971   0.00000   1.00000   0.00000   0.00000
   -67.399   -92.852   -10.327     0.022    -0.035  -133.346   -67.371   -92.877    -8.953   -61.000   -86.000     0.000     0.000     0.000     0.000        10.759       0.00000   0.09593   0.00000   1.00000   0.00000   0.00000
   -67.316   -92.821    -9.792     0.056     0.014   -41.180   -67.383   -92.890   -10.327   -61.000   -86.000     0.000     0.000     0.000     0.000        10.452       0.00000   0.09351   0.00000   1.00000   0.00000   0.00000
   -67.445   -92.914    -7.762     0.063     0.051   171.921   -67.349   -92.919    -9.792   -61.000   -86.000     0.000     0.000     0.000     0.000        10.822       0.00000   0.08943   0.00000   1.00000   0.00000   0.00000
   -67.563   -93.126    -7.556     0.160     0.005   125.976   -67.399   -92.912    -7.762   -61.000   -86.000     0.000     0.000     0.000     0.000        11.071       0.00000   0.07465   0.00000   1.00000   0.00000   0.00000
   -67.257   -92.830    -8.427     0.144    -0.022   -10.383   -67.473   -92.810    -7.556   -61.000   -86.000     0.000     0.000     0.000     0.000        10.877       0.00000   0.08368   0.00000   1.00000   0.00000   0.00000
   -66.993   -92.731    -7.544     0.219     0.022   -16.025   -67.361   -92.831    -8.427   -61.000   -86.000     0.000     0.000     0.000     0.000        11.332       0.00000   0.08706   0.00000   1.00000   0.00000   0.00000
   -67.095   -92.873    -8.057     0.038    -0.013    22.629   -67.194   -92.878    -7.544   -61.000   -86.000     0.000     0.000     0.000     0.000        11.723       0.00000   0.08058   0.00000   1.00000   0.00000   0.00000
   -67.121   -92.874    -7.137     0.019     0.023    11.054   -67.166   -92.867    -8.057   -61.000   -86.000     0.000     0.000     0.000     0.000        11.426       0.00000   0.07083   0.00000   1.00000   0.00000   0.00000
   -67.038   -92.881    -7.311     0.066    -0.004     8.188   -67.151   -92.864    -7.137   -61.000   -86.000     0.000     0.000     0.000     0.000        11.110       0.00000   0.06619   0.00000   1.00000   0.00000   0.00000
   -66.919   -92.915    -6.848     0.107     0.012    17.633   -67.100   -92.856    -7.311   -61.000   -86.000     0.000     0.000     0.000     0.000        11.341       0.00000   0.05822   0.00000   1.00000   0.00000   0.00000
   -66.908   -93.016    -5.429     0.116     0.036    61.744   -67.019   -92.831    -6.848   -61.000   -86.000     0.000     0.000     0.000     0.000        10.906       0.00000   0.05222   0.00000   1.00000   0.00000   0.00000
   -66.949   -92.749    -6.295     0.034    -0.022   -76.150   -66.975   -92.750    -5.429   -61.000   -86.000     0.000     0.000     0.000     0.000        10.081       0.00000   0.04542   0.00000   1.00000   0.00000   0.00000
   -67.147   -92.893    -4.638     0.133     0.042   145.995   -66.969   -92.776    -6.295   -61.000   -86.000     0.000     0.000     0.000     0.000        10.760       0.00000   0.06529   0.00000   1.00000   0.00000   0.00000
   -67.126   -93.012    -3.967     0.161     0.017   101.168   -67.056   -92.717    -4.638   -61.000   -86.000     0.000     0.000     0.000     0.000        10.289       0.00000   0.06791   0.00000   1.00000   0.00000   0.00000
   -67.019   -92.683    -4.803     0.043    -0.021     5.198   -67.081   -92.592    -3.967   -61.000   -86.000     0.000     0.000     0.000     0.000         8.983       0.00000   0.08436   0.00000   1.00000   0.00000   0.00000
   -66.796   -92.618    -3.926     0.149     0.022     2.447   -67.047   -92.589    -4.803   -61.000   -86.000     0.000     0.000     0.000     0.000        10.122       0.00000   0.07832   0.00000   1.00000   0.00000   0.00000
   -66.872   -92.452    -4.539     0.086    -0.016   -77.636   -66.929   -92.584    -3.926   -61.000   -86.000     0.000     0.000     0.000     0.000         9.793       0.00000   0.07889   0.00000   1.00000   0.00000   0.00000
   -66.754   -92.727    -5.119     0.116    -0.015    37.386   -66.915   -92.651    -4.539   -61.000   -86.000     0.000     0.000     0.000     0.000         9.734       0.00000   0.08306   0.00000   1.00000   0.00000   0.00000
   -66.622   -92.455    -7.478     0.159    -0.060   -39.554   -66.842   -92.595    -5.119   -61.000   -86.000     0.000     0.000     0.000     0.000        10.222       0.00000   0.09522   0.00000   1.00000   0.00000   0.00000
   -66.624   -92.755    -8.166     0.095    -0.017    52.229   -66.745   -92.675    -7.478   -61.000   -86.000     0.000     0.000     0.000     0.000        11.194       0.00000   0.08795   0.00000   1.00000   0.00000   0.00000
   -66.879   -92.848    -9.501     0.171    -0.034   133.787   -66.699   -92.616    -8.166   -61.000   -86.000     0.000     0.000     0.000     0.000        11.645       0.00000   0.09005   0.00000   1.00000   0.00000   0.00000
   -67.029   -92.696   -11.598     0.149    -0.053   153.009   -66.793   -92.518    -9.501   -61.000   -86.000     0.000     0.000     0.000     0.000        11.285       0.00000   0.10333   0.00000   1.00000   0.00000   0.00000
   -67.269   -92.370   -11.566     0.226     0.001  -157.868   -66.898   -92.464   -11.598   -61.000   -86.000     0.000     0.000     0.000     0.000        10.563       0.00000   0.10368   0.00000   1.00000   0.00000   0.00000
   -67.267   -92.565   -11.025     0.106     0.014   157.991   -67.063   -92.532   -11.566   -61.000   -86.000     0.000     0.000     0.000     0.000        10.238       0.00000   0.09998   0.00000   1.00000   0.00000   0.00000
   -67.204   -92.532   -11.036     0.025    -0.000   153.011   -67.142   -92.500   -11.025   -61.000   -86.000     0.000     0.000     0.000     0.000        10.279       0.00000   0.12328   0.00000   1.00000   0.00000   0.00000
   -67.515   -92.503    -8.356     0.210     0.068   179.327   -67.159   -92.491   -11.036   -61.000   -86.000     0.000     0.000     0.000     0.000        10.743       0.00000   0.12300   0.00000   1.00000   0.00000   0.00000
   -67.580   -92.463    -7.540     0.132     0.021  -172.473   -67.326   -92.489    -8.356   -61.000   -86.000     0.000     0.000     0.000     0.000        11.330       0.00000   0.13961   0.00000   1.00000   0.00000   0.00000
   -67.365   -92.512    -7.012     0.058     0.013    10.450   -67.430   -92.503    -7.540   -61.000   -86.000     0.000     0.000     0.000     0.000        11.460       0.00000   0.12654   0.00000   1.00000   0.00000   0.00000
   -67.251   -92.429    -8.500     0.089    -0.038   -28.050   -67.384   -92.494    -7.012   -61.000   -86.000     0.000     0.000     0.000     0.000        11.586       0.00000   0.12517   0.00000   1.00000   0.00000   0.00000
   -67.313   -92.425    -8.159     0.050     0.009   -93.706   -67.322   -92.528    -8.500   -61.000   -86.000     0.000     0.000     0.000     0.000        11.911       0.00000   0.12661   0.00000   1.00000   0.00000   0.00000
   -67.347   -92.424    -8.546     0.071    -0.010  -102.320   -67.325   -92.567    -8.159   -61.000   -86.000     0.000     0.000     0.000     0.000        11.501       0.00000   0.10844   0.00000   1.00000   0.00000   0.00000
   -67.417   -92.513    -9.663     0.064    -0.028  -138.221   -67.337   -92.622    -8.546   -61.000   -86.000     0.000     0.000     0.000     0.000        11.800       0.00000   0.10629   0.00000   1.00000   0.00000   0.00000
   -67.440   -92.715    -9.434     0.064     0.006   123.050   -67.374   -92.656    -9.663   -61.000   -86.000     0.000     0.000     0.000     0.000        11.960       0.00000   0.11339   0.00000   1.00000   0.00000   0.00000
   -67.499   -92.586    -8.673     0.062     0.019  -151.612   -67.402   -92.614    -9.434   -61.000   -86.000     0.000     0.000     0.000     0.000        11.792       0.00000   0.11600   0.00000   1.00000   0.00000   0.00000
   -67.388   -92.759    -9.005     0.090    -0.008    62.980   -67.445   -92.637    -8.673   -61.000   -86.000     0.000     0.000     0.000     0.000        11.346       0.00000   0.10707   0.00000   1.00000   0.00000   0.00000
   -67.481   -92.753    -9.152     0.097    -0.004   117.338   -67.412   -92.574    -9.005   -61.000   -86.000     0.000     0.000     0.000     0.000        12.094       0.00000   0.09917   0.00000   1.00000   0.00000   0.00000
   -67.549   -92.624    -9.550     0.071    -0.010   143.652   -67.448   -92.505    -9.152   -61.000   -86.000     0.000     0.000     0.000     0.000        12.044       0.00000   0.08205   0.00000   1.00000   0.00000   0.00000
   -67.467   -92.627    -8.596     0.079     0.024    73.368   -67.493   -92.472    -9.550   -61.000   -86.000     0.000     0.000     0.000     0.000        12.153       0.00000   0.07112   0.00000   1.00000   0.00000   0.00000
   -67.336   -92.500   -10.178     0.088    -0.040    18.207   -67.475   -92.412    -8.596   -61.000   -86.000     0.000     0.000     0.000     0.000        11.568       0.00000   0.06292   0.00000   1.00000   0.00000   0.00000
   -67.343   -92.423   -10.115     0.032     0.002    12.473   -67.409   -92.390   -10.178   -61.000   -86.000     0.000     0.000     0.000     0.000        11.157       0.00000   0.06363   0.00000   1.00000   0.00000   0.00000
   -67.399   -92.532   -10.037     0.086     0.002    99.379   -67.384   -92.385   -10.115   -61.000   -86.000     0.000     0.000     0.000     0.000        11.350       0.00000   0.07130   0.00000   1.00000   0.00000   0.00000
   -67.481   -92.485   -11.114     0.091    -0.027   124.202   -67.395   -92.318   -10.037   -61.000   -86.000     0.000     0.000     0.000     0.000        11.489       0.00000   0.06500   0.00000   1.00000   0.00000   0.00000
   -67.551   -92.255    -9.865     0.070     0.032  -155.399   -67.436   -92.258   -11.114   -61.000   -86.000     0.000     0.000     0.000     0.000        11.604       0.00000   0.07862   0.00000   1.00000   0.00000   0.00000
   -67.478   -92.534    -8.514     0.157     0.034    85.299   -67.487   -92.281    -9.865   -61.000   -86.000     0.000     0.000     0.000     0.000        11.646       0.00000   0.07701   0.00000   1.00000   0.00000   0.00000
   -67.325   -92.164    -8.137     0.101     0.010   -24.227   -67.477   -92.157    -8.514   -61.000   -86.000     0.000     0.000     0.000     0.000        11.610       0.00000   0.07640   0.00000   1.00000   0.00000   0.00000
   -67.368   -92.164    -8.654     0.018    -0.013   -45.480   -67.404   -92.190    -8.137   -61.000   -86.000     0.000     0.000     0.000     0.000        11.660       0.00000   0.07452   0.00000   1.00000   0.00000   0.00000
   -67.334   -92.089    -8.208     0.071     0.011   -62.348   -67.394   -92.200    -8.654   -61.000   -86.000     0.000     0.000     0.000     0.000        11.682       0.00000   0.07765   0.00000   1.00000   0.00000   0.00000
   -67.200   -92.117    -8.882     0.115    -0.017   -32.049   -67.368   -92.250    -8.208   -61.000   -86.000     0.000     0.000     0.000     0.000        11.661       0.00000   0.08553   0.00000   1.00000   0.00000   0.00000
   -67.200   -92.204    -9.095     0.056    -0.005   -38.673   -67.291   -92.298    -8.882   -61.000   -86.000     0.000     0.000     0.000     0.000        12.357       0.00000   0.09326   0.00000   1.00000   0.00000   0.00000
   -67.179   -92.153    -8.561     0.098     0.014   -66.053   -67.256   -92.326    -9.095   -61.000   -86.000     0.000     0.000     0.000     0.000        11.715       0.00000   0.09941   0.00000   1.00000   0.00000   0.00000
   -67.325   -92.270    -9.623     0.082    -0.027  -144.687   -67.224   -92.397    -8.561   -61.000   -86.000     0.000     0.000     0.000     0.000        11.637       0.00000   0.09587   0.00000   1.00000   0.00000   0.00000
   -67.477   -92.446   -11.631     0.119    -0.051   166.995   -67.277   -92.434    -9.623   -61.000   -86.000     0.000     0.000     0.000     0.000        11.896       0.00000   0.09484   0.00000   1.00000   0.00000   0.00000
   -67.825   -92.378   -11.424     0.265     0.005  -174.556   -67.369   -92.413   -11.631   -61.000   -86.000     0.000     0.000     0.000     0.000        11.135       0.00000   0.08564   0.00000   1.00000   0.00000   0.00000
   -67.939   -92.482   -12.459     0.193    -0.026   169.173   -67.577   -92.433   -11.424   -61.000   -86.000     0.000     0.000     0.000     0.000        10.665       0.00000   0.09161   0.00000   1.00000   0.00000   0.00000
   -68.344   -92.468   -13.108     0.350    -0.016   175.227   -67.727   -92.404   -12.459   -61.000   -86.000     0.000     0.000     0.000     0.000         9.739       0.00000   0.09061   0.00000   1.00000   0.00000   0.00000
   -68.468   -92.275   -12.886     0.252     0.006  -162.704   -68.003   -92.381   -13.108   -61.000   -86.000     0.000     0.000     0.000     0.000         9.242       0.00000   0.08562   0.00000   1.00000   0.00000   0.00000
   -68.339   -92.430   -12.919     0.057    -0.001   166.054   -68.193   -92.441   -12.886   -61.000   -86.000     0.000     0.000     0.000     0.000         9.505       0.00000   0.07632   0.00000   1.00000   0.00000   0.00000
   -68.402   -92.456   -10.278     0.089     0.067   169.933   -68.237   -92.430   -12.919   -61.000   -86.000     0.000     0.000     0.000     0.000        10.332       0.00000   0.07313   0.00000   1.00000   0.00000   0.00000
   -68.469   -92.492    -9.163     0.096     0.028   155.214   -68.306   -92.417   -10.278   -61.000   -86.000     0.000     0.000     0.000     0.000        11.491       0.00000   0.08032   0.00000   1.00000   0.00000   0.00000
   -68.294   -92.516    -8.859     0.090     0.008    47.622   -68.375   -92.386    -9.163   -61.000   -86.000     0.000     0.000     0.000     0.000        12.136       0.00000   0.09512   0.00000   1.00000   0.00000   0.00000
   -68.303   -92.324    -7.028     0.030     0.046   -68.081   -68.328   -92.333    -8.859   -61.000   -86.000     0.000     0.000     0.000     0.000        11.908       0.00000   0.10496   0.00000   1.00000   0.00000   0.00000
   -68.295   -92.365    -7.773     0.016    -0.019    38.313   -68.319   -92.355    -7.028   -61.000   -86.000     0.000     0.000     0.000     0.000        11.982       0.00000   0.09277   0.00000   1.00000   0.00000   0.00000
   -68.052   -92.348    -8.050     0.154    -0.007    -0.597   -68.309   -92.347    -7.773   -61.000   -86.000     0.000     0.000     0.000     0.000        11.634       0.00000   0.07658   0.00000   1.00000   0.00000   0.00000
   -68.012   -92.396   -10.319     0.094    -0.057    17.915   -68.187   -92.348    -8.050   -61.000   -86.000     0.000     0.000     0.000     0.000        12.233       0.00000   0.07468   0.00000   1.00000   0.00000   0.00000
   -68.136   -92.450   -10.587     0.072    -0.007   110.100   -68.116   -92.325   -10.319   -61.000   -86.000     0.000     0.000     0.000     0.000        12.015       0.00000   0.07207   0.00000   1.00000   0.00000   0.00000
   -68.346   -92.295    -9.697     0.128     0.023  -176.462   -68.136   -92.272   -10.587   -61.000   -86.000     0.000     0.000     0.000     0.000        11.822       0.00000   0.07799   0.00000   1.00000   0.00000   0.00000
   -68.378   -92.196    -8.876     0.089     0.021  -144.501   -68.237   -92.278    -9.697   -61.000   -86.000     0.000     0.000     0.000     0.000        12.202       0.00000   0.07956   0.00000   1.00000   0.00000   0.00000
   -68.253   -92.241    -8.568     0.048     0.008   -42.991   -68.294   -92.319    -8.876   -61.000   -86.000     0.000     0.000     0.000     0.000        12.034       0.00000   0.09521   0.00000   1.00000   0.00000   0.00000
   -68.179   -92.197    -7.949     0.093     0.016   -56.416   -68.266   -92.345    -8.568   -61.000   -86.000     0.000     0.000     0.000     0.000        11.988       0.00000   0.08491   0.00000   1.00000   0.00000   0.00000
   -68.131   -92.462    -8.108     0.078    -0.004    48.874   -68.226   -92.407    -7.949   -61.000   -86.000     0.000     0.000     0.000     0.000        12.210       0.00000   0.09309   0.00000   1.00000   0.00000   0.00000
   -68.115   -92.440    -6.890     0.051     0.031    44.904   -68.185   -92.360    -8.108   -61.000   -86.000     0.000     0.000     0.000     0.000        11.773       0.00000   0.08568   0.00000   1.00000   0.00000   0.00000
   -67.960   -92.387    -7.509     0.116    -0.016    10.325   -68.156   -92.332    -6.890   -61.000   -86.000     0.000     0.000     0.000     0.000        11.517       0.00000   0.10125   0.00000   1.00000   0.00000   0.00000
   -68.017   -92.378    -9.472     0.034    -0.050    60.525   -68.066   -92.315    -7.509   -61.000   -86.000     0.000     0.000     0.000     0.000        11.541       0.00000   0.09109   0.00000   1.00000   0.00000   0.00000
   -68.259   -92.452   -10.100     0.156    -0.016   146.249   -68.053   -92.292    -9.472   -61.000   -86.000     0.000     0.000     0.000     0.000        12.396       0.00000   0.09773   0.00000   1.00000   0.00000   0.00000
   -68.423   -92.175   -10.636     0.160    -0.014  -159.224   -68.155   -92.223   -10.100   -61.000   -86.000     0.000     0.000     0.000     0.000        12.092       0.00000   0.09584   0.00000   1.00000   0.00000   0.00000
   -68.468   -92.163   -10.513     0.113     0.003  -152.259   -68.274   -92.268   -10.636   -61.000   -86.000     0.000     0.000     0.000     0.000        11.850       0.00000   0.09119   0.00000   1.00000   0.00000   0.00000
   -68.460   -92.143   -10.372     0.098     0.004  -121.518   -68.353   -92.310   -10.513   -61.000   -86.000     0.000     0.000     0.000     0.000        12.520       0.00000   0.08148   0.00000   1.00000   0.00000   0.00000
   -68.489   -92.295   -10.735     0.054    -0.009  -157.049   -68.393   -92.376   -10.372   -61.000   -86.000     0.000     0.000     0.000     0.000        12.073       0.00000   0.07403   0.00000   1.00000   0.00000   0.00000
   -68.573   -92.248   -11.527     0.109    -0.020  -135.882   -68.433   -92.393   -10.735   -61.000   -86.000     0.000     0.000     0.000     0.000        11.765       0.00000   0.11404   0.00000   1.00000   0.00000   0.00000
   -68.444   -92.435   -12.713     0.042    -0.030    19.236   -68.494   -92.452   -11.527   -61.000   -86.000     0.000     0.000     0.000     0.000        12.340       0.00000   0.11040   0.00000   1.00000   0.00000   0.00000
   -68.596   -92.317   -11.097     0.111     0.041  -138.119   -68.463   -92.441   -12.713   -61.000   -86.000     0.000     0.000     0.000     0.000        11.099       0.00000   0.09582   0.00000   1.00000   0.00000   0.00000
   -68.693   -92.542    -9.199     0.103     0.048   152.634   -68.528   -92.500   -11.097   -61.000   -86.000     0.000     0.000     0.000     0.000        11.626       0.00000   0.12656   0.00000   1.00000   0.00000   0.00000
   -68.668   -92.450    -8.799     0.034     0.010  -149.800   -68.601   -92.463    -9.199   -61.000   -86.000     0.000     0.000     0.000     0.000        12.294       0.00000   0.12567   0.00000   1.00000   0.00000   0.00000
   -68.517   -92.459    -8.758     0.070     0.001    -6.214   -68.624   -92.476    -8.799   -61.000   -86.000     0.000     0.000     0.000     0.000        12.696       0.00000   0.11191   0.00000   1.00000   0.00000   0.00000
   -68.422   -92.447    -8.643     0.085     0.003   -12.608   -68.569   -92.482    -8.758   -61.000   -86.000     0.000     0.000     0.000     0.000        11.846       0.00000   0.10753   0.00000   1.00000   0.00000   0.00000
   -68.364   -92.305    -8.944     0.133    -0.008   -55.976   -68.503   -92.497    -8.643   -61.000   -86.000     0.000     0.000     0.000     0.000        12.144       0.00000   0.11440   0.00000   1.00000   0.00000   0.00000
   -68.309   -92.515    -8.045     0.072     0.023    -6.398   -68.444   -92.584    -8.944   -61.000   -86.000     0.000     0.000     0.000     0.000        12.729       0.00000   0.10521   0.00000   1.00000   0.00000   0.00000
   -68.269   -92.472    -8.192     0.089    -0.004   -45.197   -68.387   -92.591    -8.045   -61.000   -86.000     0.000     0.000     0.000     0.000        12.208       0.00000   0.10632   0.00000   1.00000   0.00000   0.00000
   -68.195   -92.583    -7.072     0.079     0.028   -10.321   -68.338   -92.640    -8.192   -61.000   -86.000     0.000     0.000     0.000     0.000        12.235       0.00000   0.09594   0.00000   1.00000   0.00000   0.00000
   -68.119   -92.549    -8.842     0.101    -0.045   -32.155   -68.276   -92.652    -7.072   -61.000   -86.000     0.000     0.000     0.000     0.000        11.760       0.00000   0.10135   0.00000   1.00000   0.00000   0.00000
   -68.249   -92.671    -9.999     0.035    -0.029   174.351   -68.208   -92.694    -8.842   -61.000   -86.000     0.000     0.000     0.000     0.000        11.458       0.00000   0.11362   0.00000   1.00000   0.00000   0.00000
   -68.432   -92.707   -10.208     0.118    -0.005   174.327   -68.236   -92.691    -9.999   -61.000   -86.000     0.000     0.000     0.000     0.000        11.198       0.00000   0.09680   0.00000   1.00000   0.00000   0.00000
   -68.506   -92.539   -12.342     0.131    -0.054  -136.522   -68.329   -92.682   -10.208   -61.000   -86.000     0.000     0.000     0.000     0.000        11.490       0.00000   0.09109   0.00000   1.00000   0.00000   0.00000
